race_id,horse_number,race,horse,jockey,frame_number,style,odds,popularity,finish_rank,time_index,note,position_1,position_2,position_3,position_4,weight,weight_delta,impost,last_3_furlongs,finish_time,race_date,course_id,num_horses,race_number,weather_name,weather_id,track_condition_name,track_condition_id,style_name,jockey_place_rate_0,jockey_place_rate_1,jockey_place_rate_2,jockey_place_rate_3,jockey_place_rate_4,jockey_place_rate_5
230407K06,2,230407K06,2020105197,5562,2,3,24.6,6,4,53,,7,7,6,5,452,-2,55,40.4,01:38.9,2023/4/7,902,8,6,雨,4,稍,2,差し,0.12,0.15,0.186,0.2,0.189,0.18
230407K06,3,230407K06,2020104285,5647,3,3,8.9,3,5,53,,4,4,4,5,465,3,56,40.8,01:38.9,2023/4/7,902,8,6,雨,4,稍,2,差し,0.26,0.233,0.229,0.225,0.244,0.23
230407K06,4,230407K06,2020100576,5380,4,3,2.7,2,3,57,,3,3,3,3,516,-1,56,40.6,01:38.5,2023/4/7,902,8,6,雨,4,稍,2,差し,0.36,0.4,0.414,0.438,0.456,0.45
230407K06,5,230407K06,2020103835,5549,5,3,16.6,5,2,70,,1,1,1,1,498,10,57,39.9,01:37.3,2023/4/7,902,8,6,雨,4,稍,2,差し,0.36,0.35,0.314,0.287,0.289,0.28
230407K06,6,230407K06,2020109073,5630,6,3,14.4,4,6,45,,7,8,7,7,450,-4,54,41,01:39.7,2023/4/7,902,8,6,雨,4,稍,2,差し,0.3,0.283,0.271,0.25,0.233,0.22
230407K06,7,230407K06,2020101115,5613,7,3,55.3,7,8,37,,6,6,8,8,493,6,52,41.6,01:40.4,2023/4/7,902,8,6,雨,4,稍,2,差し,0.24,0.217,0.2,0.2,0.189,0.22
230407K06,8,230407K06,2020102303,5399,8,3,1.7,1,1,74,,2,2,2,2,468,-1,57,39.3,01:36.9,2023/4/7,902,8,6,雨,4,稍,2,差し,0.34,0.317,0.329,0.35,0.367,0.36
230408C05,1,230408C05,2018105992,a0270,1,3,9.5,4,6,17,,5,5,7,6,443,-1,54,42.1,01:33.2,2023/4/8,502,8,5,晴,1,不,4,差し,0.42,0.4,0.386,0.4,0.389,0.41
230408C05,2,230408C05,2017102945,5564,2,3,13.4,5,1,51,,1,1,1,1,440,-6,54,39.9,01:30.1,2023/4/8,502,8,5,晴,1,不,4,差し,0.2,0.167,0.157,0.163,0.156,0.15
230408C05,3,230408C05,2017100146,a022d,3,4,473.7,8,8,-38,,8,8,8,8,464,-4,54,42.9,01:38.1,2023/4/8,502,8,5,晴,1,不,4,追込,0.06,0.05,0.057,0.087,0.078,0.07
230408C05,4,230408C05,2019102741,a01ad,4,3,2.5,1,2,33,,3,3,4,2,491,4,56,41,01:31.7,2023/4/8,502,8,5,晴,1,不,4,差し,0.4,0.417,0.4,0.362,0.389,0.38
230408C05,5,230408C05,2016101465,5615,5,3,29.6,6,5,23,,6,7,6,5,487,8,56,41.4,01:32.6,2023/4/8,502,8,5,晴,1,不,4,差し,0.26,0.3,0.3,0.287,0.289,0.28
230408C05,6,230408C05,2017101420,a02f8,6,3,2.8,2,3,29,,7,6,3,3,472,-2,56,41.3,01:32.1,2023/4/8,502,8,5,晴,1,不,4,差し,0.34,0.317,0.329,0.312,0.322,0.31
230408C05,7,230408C05,2017106424,5617,7,1,44.8,7,7,7,,4,4,5,7,519,3,53,43.1,01:34.1,2023/4/8,502,8,5,晴,1,不,4,逃げ,0.12,0.117,0.1,0.087,0.089,0.09
230408C05,8,230408C05,2018106248,5572,8,4,3.7,3,4,27,,2,2,2,4,502,5,56,41.9,01:32.3,2023/4/8,502,8,5,晴,1,不,4,追込,0.26,0.233,0.257,0.25,0.256,0.26
230408G11,1,230408G11,2020101244,5645,1,4,31.8,6,5,-3,,8,8,,,364,3,54,37.9,00:58.3,2023/4/8,600,8,11,晴,1,重,3,追込,0.24,0.267,0.257,0.25,0.244,0.25
230408G11,2,230408G11,2020102291,5501,2,3,7.5,4,6,-7,,3,3,,,431,1,54,39.6,00:58.5,2023/4/8,600,8,11,晴,1,重,3,差し,0.28,0.317,0.329,0.312,0.367,0.37
230408G11,3,230408G11,2020109157,5456,3,3,20.1,5,4,16,,7,6,,,455,-5,54,37.5,00:57.3,2023/4/8,600,8,11,晴,1,重,3,差し,0.34,0.333,0.371,0.388,0.4,0.38
230408G11,4,230408G11,2020104395,5147,4,3,72.9,7,7,-7,,6,7,,,420,-1,54,39.6,00:58.5,2023/4/8,600,8,11,晴,1,重,3,差し,0.18,0.183,0.2,0.188,0.178,0.2
230408G11,5,230408G11,2020109144,5579,5,3,108.4,8,8,-20,,5,5,,,346,-7,54,40.3,00:59.2,2023/4/8,600,8,11,晴,1,重,3,差し,0.34,0.35,0.357,0.338,0.356,0.33
230408G11,6,230408G11,2020101414,5654,6,4,1.7,1,2,20,,4,4,,,446,-3,53,38,00:57.1,2023/4/8,600,8,11,晴,1,重,3,追込,0.26,0.25,0.286,0.287,0.289,0.27
230408G11,7,230408G11,2020101442,5624,7,3,7.1,3,1,22,,1,1,,,429,1,54,38.5,0:00:57,2023/4/8,600,8,11,晴,1,重,3,差し,0.26,0.25,0.214,0.225,0.211,0.2
230408G11,8,230408G11,2020106225,5329,8,4,3.3,2,3,18,,2,2,,,474,-3,56,38.5,00:57.2,2023/4/8,600,8,11,晴,1,重,3,追込,0.2,0.183,0.186,0.237,0.222,0.22
230409S12,1,230409S12,2017102025,5294,1,3,3.3,2,2,87,,1,1,1,1,491,7,57,38.1,01:40.1,2023/4/9,703,8,12,曇,2,重,3,差し,0.4,0.45,0.443,0.438,0.422,0.4
230409S12,2,230409S12,2015105502,5445,2,3,2.1,1,1,88,,4,4,5,4,509,-4,56,37.3,0:01:40,2023/4/9,703,8,12,曇,2,重,3,差し,0.48,0.517,0.529,0.525,0.511,0.52
230409S12,3,230409S12,2017103518,5571,3,3,53,6,6,79,,6,6,6,6,505,13,56,37.9,01:40.9,2023/4/9,703,8,12,曇,2,重,3,差し,0.18,0.2,0.171,0.2,0.2,0.21
230409S12,4,230409S12,2019101761,a01e8,4,2,8.7,4,5,81,,2,2,2,2,482,-3,56,38.5,01:40.7,2023/4/9,703,8,12,曇,2,重,3,先行,0.46,0.45,0.486,0.487,0.467,0.46
230409S12,5,230409S12,2016103657,5490,5,3,19.1,5,3,84,,7,7,4,5,521,3,56,37.7,01:40.4,2023/4/9,703,8,12,曇,2,重,3,差し,0.38,0.383,0.4,0.4,0.4,0.4
230409S12,6,230409S12,2014100629,5542,6,4,3.5,3,4,82,,3,3,3,2,545,9,56,38.2,01:40.6,2023/4/9,703,8,12,曇,2,重,3,追込,0.38,0.383,0.429,0.438,0.411,0.41
230409S12,7,230409S12,2018100451,5382,7,3,102.4,8,8,61,,8,8,8,8,480,-3,54,38.7,01:42.7,2023/4/9,703,8,12,曇,2,重,3,差し,0.48,0.433,0.429,0.388,0.367,0.35
230409S12,8,230409S12,2014110074,5591,8,3,60.7,7,7,77,,5,5,7,7,483,-1,56,38.2,01:41.1,2023/4/9,703,8,12,曇,2,重,3,差し,0.32,0.283,0.286,0.287,0.3,0.32
230410S03,1,230410S03,2017101775,5490,1,3,2.6,1,2,26,,5,6,4,6,455,-2,54,40.6,0:01:32,2023/4/10,702,8,3,晴,1,稍,2,差し,0.4,0.383,0.4,0.4,0.411,0.41
230410S03,2,230410S03,2019103690,5577,2,3,16.8,7,5,25,,7,7,4,4,420,-4,54,40.6,01:32.1,2023/4/10,702,8,3,晴,1,稍,2,差し,0.26,0.25,0.271,0.275,0.244,0.25
230410S03,3,230410S03,2015101429,5119,3,3,7,4,6,23,,6,5,3,3,442,7,54,41.1,01:32.3,2023/4/10,702,8,3,晴,1,稍,2,差し,0.28,0.283,0.271,0.287,0.278,0.26
230410S03,4,230410S03,2014105725,5552,4,3,4.1,2,3,25,,4,3,4,4,494,1,56,40.9,01:32.1,2023/4/10,702,8,3,晴,1,稍,2,差し,0.38,0.4,0.371,0.35,0.322,0.34
230410S03,5,230410S03,2016106193,5571,5,1,6.1,3,8,2,,1,1,4,8,465,-4,54,43.3,01:34.1,2023/4/10,702,8,3,晴,1,稍,2,逃げ,0.18,0.183,0.171,0.2,0.2,0.21
230410S03,6,230410S03,2017100891,a01e8,6,4,56,8,7,19,,8,8,8,7,437,2,56,40.5,01:32.6,2023/4/10,702,8,3,晴,1,稍,2,追込,0.46,0.467,0.471,0.487,0.478,0.47
230410S03,7,230410S03,2018103217,5542,7,3,7.7,5,4,25,,2,2,1,1,472,7,54,41.3,01:32.1,2023/4/10,702,8,3,晴,1,稍,2,差し,0.36,0.383,0.414,0.438,0.411,0.4
230410S03,8,230410S03,2017101211,5087,8,3,7.9,6,1,27,,3,3,2,2,491,6,54,40.9,01:31.9,2023/4/10,702,8,3,晴,1,稍,2,差し,0.26,0.233,0.229,0.225,0.211,0.22
230410S05,1,230410S05,2019100151,5294,1,3,2.9,2,4,28,,1,1,1,1,457,6,54,41.7,01:31.8,2023/4/10,702,8,5,晴,1,稍,2,差し,0.44,0.467,0.457,0.463,0.444,0.43
230410S05,2,230410S05,2013103532,a050e,2,2,2.4,1,2,35,,2,2,2,1,428,-4,53,41,01:31.2,2023/4/10,702,8,5,晴,1,稍,2,先行,,,,,,
230410S05,3,230410S05,2019106398,5591,3,4,135.2,7,7,10,,7,7,7,7,478,-2,56,41.2,01:33.4,2023/4/10,702,8,5,晴,1,稍,2,追込,0.28,0.283,0.271,0.275,0.289,0.3
230410S05,4,230410S05,2019100338,5552,4,3,8.2,4,3,30,,4,3,4,4,436,-1,54,40.9,01:31.6,2023/4/10,702,8,5,晴,1,稍,2,差し,0.42,0.4,0.386,0.375,0.333,0.34
230410S05,5,230410S05,2019100430,5571,5,3,144.2,8,6,21,,6,6,6,6,513,-3,56,40.9,01:32.4,2023/4/10,702,8,5,晴,1,稍,2,差し,0.18,0.167,0.171,0.2,0.2,0.2
230410S05,6,230410S05,2015105619,5119,6,4,36.5,6,5,24,,3,3,3,5,473,10,56,41.7,01:32.2,2023/4/10,702,8,5,晴,1,稍,2,追込,0.28,0.283,0.257,0.287,0.278,0.26
230410S05,7,230410S05,2017104283,5542,7,3,3.2,3,1,36,,5,5,5,3,521,-1,56,40.1,01:31.1,2023/4/10,702,8,5,晴,1,稍,2,差し,0.36,0.367,0.414,0.425,0.411,0.4
230410S05,8,230410S05,2018100100,5560,8,4,22.8,5,8,10,,8,8,8,8,420,-2,56,40.9,01:33.4,2023/4/10,702,8,5,晴,1,稍,2,追込,0.22,0.233,0.214,0.2,0.211,0.2
230411D08,1,230411D08,2019103985,a024c,1,1,5.2,3,2,37,,7,6,,,474,5,55,37.4,00:51.9,2023/4/11,200,8,8,晴,1,良,1,逃げ,0.32,0.317,0.3,0.312,0.311,0.32
230411D08,2,230411D08,2018101021,5545,2,3,32.3,7,4,33,,8,6,,,467,4,56,37.3,00:52.1,2023/4/11,200,8,8,晴,1,良,1,差し,0.3,0.3,0.271,0.263,0.267,0.27
230411D08,3,230411D08,2018102236,5576,3,3,14.6,4,3,33,,2,2,,,475,5,54,37.6,00:52.1,2023/4/11,200,8,8,晴,1,良,1,差し,0.14,0.167,0.186,0.188,0.178,0.17
230411D08,4,230411D08,2012102753,5580,4,3,4.4,2,7,23,,2,3,,,475,-4,56,38.1,00:52.6,2023/4/11,200,8,8,晴,1,良,1,差し,0.24,0.217,0.243,0.237,0.256,0.27
230411D08,5,230411D08,2018103233,5639,5,2,27.4,6,8,17,,5,6,,,459,2,54,38.6,00:52.9,2023/4/11,200,8,8,晴,1,良,1,先行,0.46,0.5,0.457,0.412,0.411,0.44
230411D08,6,230411D08,2016104185,5628,6,3,15.6,5,6,25,,6,5,,,425,-2,54,37.7,00:52.5,2023/4/11,200,8,8,晴,1,良,1,差し,0.2,0.183,0.171,0.163,0.156,0.15
230411D08,7,230411D08,2019102190,5328,7,1,1.6,1,1,41,,1,1,,,454,3,54,37.5,00:51.7,2023/4/11,200,8,8,晴,1,良,1,逃げ,0.48,0.483,0.486,0.463,0.444,0.42
230411D08,8,230411D08,2018105918,5636,8,3,75.7,8,5,25,,2,3,,,437,0,53,38,00:52.5,2023/4/11,200,8,8,晴,1,良,1,差し,0.22,0.2,0.2,0.188,0.167,0.15
230411S06,1,230411S06,2012103977,5087,1,4,21.1,7,8,16,,6,6,7,7,451,-4,56,41.4,01:46.9,2023/4/11,703,8,6,晴,1,良,1,追込,0.28,0.267,0.257,0.25,0.233,0.22
230411S06,2,230411S06,2016101942,5552,2,4,77.2,8,6,21,,8,8,8,8,414,6,54,40.2,01:46.4,2023/4/11,703,8,6,晴,1,良,1,追込,0.44,0.45,0.443,0.425,0.4,0.36
230411S06,3,230411S06,2016104040,5300,3,3,2.2,1,7,19,,1,1,1,1,554,7,56,42.3,01:46.6,2023/4/11,703,8,6,晴,1,良,1,差し,0.24,0.233,0.229,0.225,0.233,0.25
230411S06,4,230411S06,2014104329,5462,4,4,9.5,4,3,24,,7,7,6,6,474,4,56,40.6,01:46.1,2023/4/11,703,8,6,晴,1,良,1,追込,0.24,0.2,0.171,0.175,0.178,0.18
230411S06,5,230411S06,2016105558,5119,5,4,9,3,1,32,,2,2,2,1,510,5,56,40.9,01:45.3,2023/4/11,703,8,6,晴,1,良,1,追込,0.3,0.267,0.257,0.263,0.267,0.26
230411S06,6,230411S06,2019103376,5294,6,3,2.6,2,4,24,,5,3,5,4,500,0,56,41.1,01:46.1,2023/4/11,703,8,6,晴,1,良,1,差し,0.44,0.4,0.429,0.425,0.433,0.42
230411S06,7,230411S06,2014101666,5560,7,4,10.8,5,5,24,,3,3,3,3,527,12,56,41.5,01:46.1,2023/4/11,703,8,6,晴,1,良,1,追込,0.22,0.233,0.229,0.2,0.2,0.2
230411S06,8,230411S06,2019105693,5183,8,4,13.9,6,2,26,,4,5,4,4,516,3,56,41,01:45.9,2023/4/11,703,8,6,晴,1,良,1,追込,0.18,0.183,0.214,0.2,0.2,0.19
230411Z07,1,230411Z07,2015101163,a02e3,1,4,13.2,3,7,27,,8,8,7,8,505,-8,56,39,0:01:40,2023/4/11,402,8,7,晴,1,良,1,追込,0.34,0.3,0.314,0.312,0.311,0.3
230411Z07,2,230411Z07,2017101231,5556,2,4,21.6,4,4,39,,5,5,5,4,451,0,56,38.7,01:38.9,2023/4/11,402,8,7,晴,1,良,1,追込,0.38,0.4,0.386,0.375,0.356,0.36
230411Z07,3,230411Z07,2019106134,a01fa,3,1,83.3,8,6,34,,4,4,4,5,499,-3,56,39.3,01:39.3,2023/4/11,402,8,7,晴,1,良,1,逃げ,0.26,0.25,0.229,0.2,0.244,0.27
230411Z07,4,230411Z07,2010105981,a00d0,4,4,72.2,7,5,34,,7,7,7,7,468,-7,56,38.3,01:39.3,2023/4/11,402,8,7,晴,1,良,1,追込,0.46,0.433,0.414,0.412,0.378,0.35
230411Z07,5,230411Z07,2017102057,a01e5,5,4,68.3,6,8,23,,6,6,6,6,416,-8,54,40.1,01:40.4,2023/4/11,402,8,7,晴,1,良,1,追込,0.6,0.583,0.514,0.5,0.467,0.44
230411Z07,6,230411Z07,2019100359,5301,6,3,2.4,2,3,44,,1,1,1,1,437,3,54,40.3,01:38.4,2023/4/11,402,8,7,晴,1,良,1,差し,0.48,0.533,0.486,0.5,0.489,0.5
230411Z07,7,230411Z07,2015103097,5603,7,3,34,5,1,46,,3,3,3,3,436,10,53,38.9,01:38.2,2023/4/11,402,8,7,晴,1,良,1,差し,0.2,0.233,0.243,0.225,0.222,0.23
230411Z07,8,230411Z07,2016102998,5503,8,3,1.5,1,2,44,,2,2,1,1,496,7,56,40.3,01:38.4,2023/4/11,402,8,7,晴,1,良,1,差し,0.5,0.45,0.457,0.425,0.444,0.44
230412D02,1,230412D02,2020101444,5580,1,4,11.3,4,1,38,,1,1,1,1,414,-12,55,41.1,01:33.5,2023/4/12,202,8,2,雨,4,稍,2,追込,0.2,0.217,0.229,0.237,0.256,0.26
230412D02,2,230412D02,2020105718,5390,2,3,3.6,2,2,31,,2,2,2,2,509,-3,55,41.6,01:34.2,2023/4/12,202,8,2,雨,4,稍,2,差し,0.6,0.6,0.614,0.613,0.644,0.64
230412D02,3,230412D02,2020102611,5631,3,3,1.3,1,5,19,,4,4,4,4,474,6,56,42.4,01:35.2,2023/4/12,202,8,2,雨,4,稍,2,差し,0.3,0.25,0.257,0.263,0.278,0.29
230412D02,4,230412D02,2020100044,5530,4,3,99.7,7,8,-10,,6,6,8,8,445,-2,54,44,01:37.8,2023/4/12,202,8,2,雨,4,稍,2,差し,0.42,0.417,0.414,0.4,0.389,0.37
230412D02,5,230412D02,2020100099,5636,5,4,178.7,8,7,-4,,6,6,7,7,361,-6,53,43.6,01:37.3,2023/4/12,202,8,2,雨,4,稍,2,追込,0.22,0.2,0.186,0.188,0.167,0.15
230412D02,6,230412D02,2020107202,5545,6,3,88.6,5,6,9,,5,5,6,6,406,-5,55,42.8,01:36.1,2023/4/12,202,8,2,雨,4,稍,2,差し,0.3,0.283,0.271,0.263,0.267,0.27
230412D02,7,230412D02,2020106619,5364,7,3,8.6,3,3,27,,3,3,2,2,445,3,55,41.8,01:34.5,2023/4/12,202,8,2,雨,4,稍,2,差し,0.32,0.267,0.243,0.275,0.278,0.27
230412D02,8,230412D02,2020105908,5584,8,3,97.8,6,4,19,,8,8,5,5,437,-3,54,41.6,01:35.2,2023/4/12,202,8,2,雨,4,稍,2,差し,0.16,0.167,0.157,0.175,0.189,0.18
230412D09,1,230412D09,2019100627,a0395,1,4,163.9,8,5,44,,7,8,7,7,467,22,55,40.1,02:07.5,2023/4/12,204,8,9,雨,4,稍,2,追込,0.32,0.3,0.286,0.275,0.267,0.29
230412D09,2,230412D09,2017103980,815,2,3,73.7,6,8,-4,,5,5,8,8,457,-11,53,46.6,02:13.4,2023/4/12,204,8,9,雨,4,稍,2,差し,0.42,0.4,0.4,0.4,0.411,0.37
230412D09,3,230412D09,2017105110,5530,3,3,16.8,4,3,48,,6,6,5,5,524,4,55,40.4,0:02:07,2023/4/12,204,8,9,雨,4,稍,2,差し,0.38,0.367,0.386,0.388,0.378,0.35
230412D09,4,230412D09,2018101168,5328,4,2,2,2,6,42,,3,3,3,3,539,9,57,41.8,02:07.7,2023/4/12,204,8,9,雨,4,稍,2,先行,0.44,0.5,0.486,0.475,0.467,0.44
230412D09,5,230412D09,2019105007,5544,5,3,1.9,1,2,56,,1,1,2,1,479,-2,56,40.4,0:02:06,2023/4/12,204,8,9,雨,4,稍,2,差し,0.34,0.317,0.3,0.312,0.289,0.32
230412D09,6,230412D09,2019105321,5217,6,2,7.9,3,1,56,,2,2,1,1,496,-6,57,40.4,0:02:06,2023/4/12,204,8,9,雨,4,稍,2,先行,0.44,0.433,0.443,0.412,0.4,0.42
230412D09,7,230412D09,2014100706,5522,7,4,113.1,7,7,37,,8,7,6,6,446,-5,55,41.3,02:08.3,2023/4/12,204,8,9,雨,4,稍,2,追込,0.22,0.233,0.214,0.2,0.2,0.19
230412D09,8,230412D09,2017105931,5639,8,4,23.8,5,4,46,,4,4,4,4,500,17,57,41,02:07.2,2023/4/12,204,8,9,雨,4,稍,2,追込,0.38,0.45,0.471,0.425,0.4,0.41
230412D10,1,230412D10,2020101679,1208,1,3,2.3,1,5,39,,3,3,4,4,452,-2,51,41.5,01:33.4,2023/4/12,202,8,10,曇,2,稍,2,差し,,,,,,
230412D10,2,230412D10,2020100752,1105,2,4,15.8,5,7,32,,6,6,5,6,443,1,54,41.8,01:34.1,2023/4/12,202,8,10,曇,2,稍,2,追込,,,,,,
230412D10,3,230412D10,2020101100,5639,3,3,11.7,4,3,44,,5,5,6,5,503,-2,56,40.8,0:01:33,2023/4/12,202,8,10,曇,2,稍,2,差し,0.36,0.433,0.457,0.425,0.389,0.4
230412D10,4,230412D10,2020100666,5628,4,4,355.4,8,8,-10,,8,8,8,8,401,1,54,44,01:37.8,2023/4/12,202,8,10,曇,2,稍,2,追込,0.18,0.167,0.171,0.163,0.156,0.15
230412D10,5,230412D10,2020101282,1108,5,3,28.9,6,4,44,,1,1,2,2,459,-1,56,41.4,0:01:33,2023/4/12,202,8,10,曇,2,稍,2,差し,,,,,,
230412D10,6,230412D10,2020106868,1199,6,2,2.5,2,1,71,,2,2,1,1,482,-4,55,38.9,01:30.6,2023/4/12,202,8,10,曇,2,稍,2,先行,,,,,,
230412D10,7,230412D10,2020104565,5597,7,4,48.1,7,6,34,,7,7,7,7,451,1,54,41.4,01:33.9,2023/4/12,202,8,10,曇,2,稍,2,追込,0.3,0.3,0.3,0.287,0.278,0.29
230412D10,8,230412D10,2020103000,1128,8,4,4.2,3,2,54,,4,4,3,3,485,-5,54,40.1,01:32.1,2023/4/12,202,8,10,曇,2,稍,2,追込,,,,,,
230412F04,1,230412F04,2019101396,a017d,1,4,128.3,7,8,1,,8,8,8,8,452,3,54,42.8,01:43.7,2023/4/12,1002,8,4,曇,2,良,1,追込,0.2,0.183,0.214,0.25,0.289,0.3
230412F04,2,230412F04,2018104083,5598,2,3,16.8,4,4,31,,6,6,6,5,466,2,54,40.5,01:40.9,2023/4/12,1002,8,4,曇,2,良,1,差し,0.14,0.15,0.143,0.15,0.133,0.12
230412F04,3,230412F04,2019104819,5399,3,3,4.5,3,2,42,,4,4,4,4,466,5,56,39.7,01:39.8,2023/4/12,1002,8,4,曇,2,良,1,差し,0.44,0.417,0.386,0.362,0.378,0.39
230412F04,4,230412F04,2019100231,a0235,4,3,35.6,6,5,25,,7,7,7,7,443,1,54,40.7,01:41.4,2023/4/12,1002,8,4,曇,2,良,1,差し,0.2,0.183,0.229,0.2,0.211,0.23
230412F04,5,230412F04,2015104620,5524,5,2,3.6,2,3,40,,1,1,1,1,483,1,56,40.8,0:01:40,2023/4/12,1002,8,4,曇,2,良,1,先行,0.56,0.55,0.529,0.525,0.511,0.49
230412F04,6,230412F04,2019106850,a0247,6,3,33.4,5,7,16,,5,5,5,6,447,-1,56,42.2,01:42.3,2023/4/12,1002,8,4,曇,2,良,1,差し,0.2,0.2,0.214,0.263,0.289,0.26
230412F04,7,230412F04,2014104961,5618,7,3,179.8,8,6,19,,2,2,3,3,448,3,54,42.3,0:01:42,2023/4/12,1002,8,4,曇,2,良,1,差し,0.1,0.1,0.086,0.1,0.1,0.13
230412F04,8,230412F04,2019109019,5342,8,3,1.5,1,1,47,,3,3,2,2,466,-8,54,40,01:39.3,2023/4/12,1002,8,4,曇,2,良,1,差し,0.5,0.483,0.471,0.487,0.522,0.52
230412F10,1,230412F10,2019103861,5404,1,3,11.8,5,3,82,,8,8,8,,496,2,56,37.9,01:14.6,2023/4/12,1001,8,10,曇,2,良,1,差し,0.36,0.417,0.414,0.425,0.4,0.4
230412F10,2,230412F10,2018101322,5380,2,2,2.1,1,4,82,,4,3,4,,498,2,56,38.3,01:14.6,2023/4/12,1001,8,10,曇,2,良,1,先行,0.34,0.367,0.357,0.375,0.389,0.42
230412F10,3,230412F10,2018109079,5365,3,3,25.9,6,1,85,,1,1,1,,498,0,56,38.4,01:14.4,2023/4/12,1001,8,10,曇,2,良,1,差し,0.4,0.417,0.386,0.375,0.344,0.32
230412F10,4,230412F10,2017101838,5342,4,3,9.2,4,6,73,,2,2,2,,527,-2,56,39.2,01:15.3,2023/4/12,1001,8,10,曇,2,良,1,差し,0.46,0.45,0.429,0.475,0.489,0.52
230412F10,5,230412F10,2018100039,5590,5,2,41.6,7,7,63,,7,6,7,,505,-4,56,39.4,0:01:16,2023/4/12,1001,8,10,曇,2,良,1,先行,0.18,0.167,0.171,0.175,0.167,0.19
230412F10,6,230412F10,2018102358,5549,6,2,2.4,2,5,81,,3,4,3,,478,3,56,38.4,01:14.7,2023/4/12,1001,8,10,曇,2,良,1,先行,0.36,0.367,0.357,0.325,0.3,0.3
230412F10,7,230412F10,2014106188,a0236,7,3,118.6,8,8,62,,5,5,6,,443,-1,56,39.7,01:16.1,2023/4/12,1001,8,10,曇,2,良,1,差し,0.2,0.2,0.2,0.212,0.2,0.18
230412F10,8,230412F10,2019100930,5647,8,3,8.9,3,2,84,,6,7,5,,492,-1,55,37.9,01:14.5,2023/4/12,1001,8,10,曇,2,良,1,差し,0.26,0.233,0.229,0.212,0.233,0.23
230413D10,1,230413D10,2019105182,5390,1,3,3,2,6,13,,5,5,5,5,495,10,57,38.2,02:10.9,2023/4/13,204,8,10,晴,1,良,1,差し,0.62,0.6,0.6,0.613,0.611,0.64
230413D10,2,230413D10,2019103400,5217,2,3,6.4,4,2,18,,4,3,4,4,471,5,56,37.7,02:10.3,2023/4/13,204,8,10,晴,1,良,1,差し,0.44,0.45,0.443,0.425,0.411,0.41
230413D10,3,230413D10,2016103110,5581,3,3,83,8,8,7,,8,7,8,8,489,-4,56,38.6,02:11.7,2023/4/13,204,8,10,晴,1,良,1,差し,0.24,0.25,0.229,0.225,0.222,0.24
230413D10,4,230413D10,2014104639,5544,4,3,21.6,5,5,14,,7,7,7,7,484,4,56,37.6,02:10.8,2023/4/13,204,8,10,晴,1,良,1,差し,0.36,0.383,0.343,0.325,0.333,0.34
230413D10,5,230413D10,2019105909,5328,5,3,2.8,1,3,17,,3,3,3,3,510,11,57,37.9,02:10.4,2023/4/13,204,8,10,晴,1,良,1,差し,0.46,0.45,0.486,0.487,0.467,0.46
230413D10,6,230413D10,2019103397,a024c,6,4,24.5,6,7,10,,6,6,6,6,460,0,56,38.4,02:11.3,2023/4/13,204,8,10,晴,1,良,1,追込,0.32,0.333,0.314,0.312,0.311,0.32
230413D10,7,230413D10,2019100124,5636,7,2,3.4,3,1,18,,1,1,1,1,449,-1,55,38,02:10.3,2023/4/13,204,8,10,晴,1,良,1,先行,0.22,0.217,0.186,0.188,0.178,0.16
230413D10,8,230413D10,2019106202,815,8,3,27.6,7,4,16,,2,2,2,2,445,-12,56,38.2,02:10.6,2023/4/13,204,8,10,晴,1,良,1,差し,0.46,0.417,0.4,0.388,0.4,0.39
230414M07,1,230414M07,2019101727,5634,1,3,18.1,7,8,8,,4,8,8,,416,-3,54,44.3,01:49.5,2023/4/14,302,8,7,晴,1,良,1,差し,0.2,0.267,0.271,0.25,0.222,0.22
230414M07,2,230414M07,2019101187,5558,2,3,5.7,3,1,50,,8,6,3,,463,2,54,40.1,01:45.2,2023/4/14,302,8,7,晴,1,良,1,差し,0.5,0.567,0.543,0.537,0.544,0.55
230414M07,3,230414M07,2016102722,5521,3,3,18.6,8,5,35,,7,7,7,,480,-3,56,41.6,01:46.7,2023/4/14,302,8,7,晴,1,良,1,差し,0.32,0.35,0.343,0.338,0.356,0.37
230414M07,4,230414M07,2019105750,5368,4,3,4.2,2,7,18,,1,2,5,,450,2,54,44.1,01:48.4,2023/4/14,302,8,7,晴,1,良,1,差し,0.26,0.283,0.257,0.263,0.267,0.26
230414M07,5,230414M07,2018100426,5553,5,3,2.5,1,3,47,,5,1,1,,490,-3,56,41.3,01:45.5,2023/4/14,302,8,7,晴,1,良,1,差し,0.22,0.217,0.257,0.25,0.289,0.29
230414M07,6,230414M07,2018102721,5053,6,3,7.3,4,4,40,,6,4,4,,492,-2,56,41.6,01:46.2,2023/4/14,302,8,7,晴,1,良,1,差し,0.52,0.517,0.5,0.5,0.5,0.47
230414M07,7,230414M07,2017100972,5637,7,2,7.9,5,6,33,,3,5,6,,411,0,51,42.2,01:46.9,2023/4/14,302,8,7,晴,1,良,1,先行,0.34,0.35,0.343,0.338,0.333,0.34
230414M07,8,230414M07,2019102176,5635,8,2,13,6,2,47,,2,3,2,,456,-4,54,41.1,01:45.5,2023/4/14,302,8,7,晴,1,良,1,先行,0.14,0.15,0.171,0.225,0.233,0.25
